,road_id,road_name,common_road_name,cway,speed_limit,network_type
15847,3020011,Redmond West Rd,Redmond West Rd,S,110km/h or 50km/h built up areas,Local Road
15861,1090222,Berry Rd,Berry Rd,S,80km/h,Local Road
15862,1280321,Empire Av,Empire Av,S,110km/h or 50km/h built up areas,Local Road
15864,1280305,Salvado Rd East,Salvado Rd East,S,110km/h or 50km/h built up areas,Local Road
15871,M042,Goodwood,Emerald St,S,110km/h or 50km/h built up areas,State Road
15890,2121315,Guillardon Tce,Guillardon Tce,S,110km/h or 50km/h built up areas,Local Road
15893,1110026,Old Perth Rd,Old Perth Rd,S,40km/h,Local Road
15901,6054005,Richardson St,Richardson St,S,50km/h,Local Road
15907,2040039,Wellington St,Wellington St,S,110km/h or 50km/h built up areas,Local Road
15912,1108130,Boom St,Boom St,S,110km/h or 50km/h built up areas,Local Road
15918,1090917,Sweeting St,Sweeting St,S,110km/h or 50km/h built up areas,Local Road
15926,4290155,Lomos Rd South,Lomos Rd South,S,110km/h or 50km/h built up areas,Local Road
15931,1072132,Atwick Tce,Atwick Tce,S,40km/h,Local Road
15933,1240101,Mount St East,Mount St East,S,40km/h,Local Road
15942,1070440,Flinders L,Flinders L,S,40km/h,Local Road
15950,6040125,James St,James St,S,50km/h,Local Road
15957,1120042,Progress St,Progress St,S,110km/h or 50km/h built up areas,Local Road
15965,1040131,Wynyard Wy,Wynyard Wy,S,110km/h or 50km/h built up areas,Local Road
16001,1300091,Bruce St,Bruce St,S,110km/h or 50km/h built up areas,Local Road
16010,1141328,Morton Loop,Morton Loop,S,110km/h or 50km/h built up areas,Local Road
16017,1061065,Pine Tce,Pine Tce,S,110km/h or 50km/h built up areas,Local Road
16023,1100844,Burbridge Av,Burbridge Av,S,110km/h or 50km/h built up areas,Local Road
16029,1290116,Somerset St,Somerset St,S,110km/h or 50km/h built up areas,Local Road
16034,1140517,Albatross Pass,Albatross Pass,S,110km/h or 50km/h built up areas,Local Road
16047,1070461,Kingston Wy,Kingston Wy,S,110km/h or 50km/h built up areas,Local Road
16049,1190106,Butler St,Butler St,S,110km/h or 50km/h built up areas,Local Road
16054,1031634,Chivalry Wy,Chivalry Wy,S,110km/h or 50km/h built up areas,Local Road
16069,2070078,Ogden St,Ogden St,S,110km/h or 50km/h built up areas,Local Road
16096,1021163,Lawnbrook Rd East,Lawnbrook Rd East,S,110km/h or 50km/h built up areas,Local Road
16099,1100220,Queensway Rd,Queensway Rd,S,110km/h or 50km/h built up areas,Local Road
16104,1091828,Trade Rd,Trade Rd,S,110km/h or 50km/h built up areas,Local Road
16105,1310233,Hocking Rd,Hocking Rd,S,110km/h or 50km/h built up areas,Local Road
16111,2120821,Exchequer Av,Exchequer Av,S,110km/h or 50km/h built up areas,Local Road
16113,2121534,Blossom Pl,Blossom Pl,S,60km/h,Local Road
16114,1063106,Cleaver St,Cleaver St,S,110km/h or 50km/h built up areas,Local Road
16115,401Z015,Metro Rd,Metro Rd,S,110km/h,State Road
16135,1110065,Extension Rd,Extension Rd,S,110km/h or 50km/h built up areas,Local Road
16138,1260030,Mends St,Mends St,S,110km/h or 50km/h built up areas,Local Road
16169,4212060,Atkinson St,Atkinson St,S,110km/h or 50km/h built up areas,Local Road
16174,1071990,Kumarina Dr,Kumarina Dr,S,110km/h or 50km/h built up areas,Local Road
16187,8060038,Yardie Creek Rd,Yardie Creek Rd,S,80km/h,Local Road
16194,1250701,Rickman St,Rickman St,S,110km/h or 50km/h built up areas,Local Road
16207,0010319,Port Dr,Port Dr,S,60km/h,Local Road
16218,1010154,Burndale Rd,Burndale Rd,S,110km/h or 50km/h built up areas,Local Road
16222,4160110,Mukinbudin - Wialki Rd,Mukinbudin - Wialki Rd,S,110km/h or 50km/h built up areas,Local Road
16226,2120615,Gordon Rd,Gordon Rd,R,110km/h or 50km/h built up areas,Local Road
16238,2150014,Brownes Rd,Brownes Rd,S,110km/h or 50km/h built up areas,Local Road
16249,H525,Charles St on to Mitchell Fwy (Southbound),Charles St on to Mitchell Fwy (Southbound),S,80km/h,State Road
16254,0010154,Reid Rd,Reid Rd,S,110km/h or 50km/h built up areas,Local Road
16256,1050126,Gellibrand Rd,Gellibrand Rd,S,110km/h or 50km/h built up areas,Local Road
16264,H656,Ocean Reef Rd on to Mitchell Fwy (Northbound),Ocean Reef Rd on to Mitchell Fwy (Northbound),S,100km/h,State Road
16268,2110400,Mardo Av,Mardo Av,S,110km/h or 50km/h built up areas,Local Road
16271,H506,Mitchell Fwy (Northbound) off to Hay St,Mitchell Fwy (Northbound) off to Hay St,S,80km/h,State Road
16274,1280290,Abbotsford St,Abbotsford St,S,110km/h or 50km/h built up areas,Local Road
16275,1140714,Roxby L,Roxby L,S,110km/h or 50km/h built up areas,Local Road
16276,1050020,Hubbard Wy,Hubbard Wy,S,110km/h or 50km/h built up areas,Local Road
16285,1120098,Cooper Rd,Cooper Rd,S,110km/h or 50km/h built up areas,Local Road
16299,2120322,Barwell St,Barwell St,S,110km/h or 50km/h built up areas,Local Road
16300,1260099,Roebuck Dr,Roebuck Dr,S,110km/h or 50km/h built up areas,Local Road
16307,1020054,St John Rd,St John Rd,S,110km/h or 50km/h built up areas,Local Road
16312,1020024,Hartfield Rd,Hartfield Rd,S,70km/h,Local Road
16331,1071164,Oakwood Cr,Oakwood Cr,S,110km/h or 50km/h built up areas,Local Road
16338,602Z021,Kundana Rd,Kundana Rd,S,110km/h,State Road
16348,1240185,Flagstaff L,Flagstaff L,S,110km/h or 50km/h built up areas,Local Road
16372,7030095,Neds Creek Rd,Neds Creek Rd,S,110km/h or 50km/h built up areas,Local Road
16373,1100469,Wattle Av,Wattle Av,S,110km/h or 50km/h built up areas,Local Road
16386,1092079,Bridgeman Dr,Bridgeman Dr,S,110km/h or 50km/h built up areas,Local Road
16392,1270049,Arthur St,Arthur St,S,110km/h or 50km/h built up areas,Local Road
16397,2040456,Jipse Cr,Jipse Cr,S,110km/h or 50km/h built up areas,Local Road
16398,1090521,Harrow St,Harrow St,S,70km/h,Local Road
16404,1240177,Mercantile L,Mercantile L,S,40km/h,Local Road
16428,1092381,Flecker Prom,Flecker Prom,S,110km/h or 50km/h built up areas,Local Road
16429,1120060,Field St,Field St,S,110km/h or 50km/h built up areas,Local Road
16430,1252089,Australis Av,Australis Av,S,110km/h or 50km/h built up areas,Local Road
16436,2080043,Dardanup West Rd,Dardanup West Rd,S,80km/h,Local Road
16447,1130131,George St,George St,S,110km/h or 50km/h built up areas,Local Road
16448,1170011,Hubble St,Hubble St,S,110km/h or 50km/h built up areas,Local Road
16459,1070066,Lewington St,Lewington St,S,110km/h or 50km/h built up areas,Local Road
16471,1060085,Pechey Rd,Pechey Rd,S,110km/h or 50km/h built up areas,Local Road
16479,1040750,Furley Rd,Furley Rd,S,110km/h or 50km/h built up areas,Local Road
16491,4211014,Hawke Av,Hawke Av,S,80km/h,Local Road
16503,1010019,Peet Rd,Peet Rd,S,60km/h,Local Road
16504,1010022,River Rd,River Rd,S,110km/h or 50km/h built up areas,Local Road
16509,8130153,Sturt Pl,Sturt Pl,S,50km/h,Local Road
16522,1010176,Sonego Av,Sonego Av,S,110km/h or 50km/h built up areas,Local Road
16534,1240305,Caporn St,Caporn St,S,110km/h or 50km/h built up areas,Local Road
16536,1270147,Denis St,Denis St,S,110km/h or 50km/h built up areas,Local Road
16538,1250890,Surrey St,Surrey St,S,110km/h or 50km/h built up areas,Local Road
16562,2160010,Barrabup Rd,Barrabup Rd,S,110km/h or 50km/h built up areas,Local Road
16572,1252317,Milldale Wy,Milldale Wy,L,110km/h or 50km/h built up areas,Local Road
16575,1251917,Natalie Wy,Natalie Wy,S,110km/h or 50km/h built up areas,Local Road
16583,1080046,Norman Rd,Norman Rd,S,110km/h or 50km/h built up areas,Local Road
16593,1010618,Willowmead Wy,Willowmead Wy,S,110km/h or 50km/h built up areas,Local Road
16646,1020342,Walnut Rd,Walnut Rd,S,110km/h or 50km/h built up areas,Local Road
16650,1104524,Goundrey Dr,Goundrey Dr,S,110km/h or 50km/h built up areas,Local Road
16656,1104605,Fairport Vsta,Fairport Vsta,S,110km/h or 50km/h built up areas,Local Road
16674,1250485,Bourke St,Bourke St,S,110km/h or 50km/h built up areas,Local Road
16709,1251807,Barlow Wy,Barlow Wy,S,110km/h or 50km/h built up areas,Local Road
16712,1091172,Brockman Rd,Brockman Rd,S,110km/h or 50km/h built up areas,Local Road
16713,1250643,Wolya Wy,Wolya Wy,S,110km/h or 50km/h built up areas,Local Road
16714,1060179,Gladstone Av,Gladstone Av,S,110km/h or 50km/h built up areas,Local Road
16715,1050632,Banbury L,Banbury L,S,110km/h or 50km/h built up areas,Local Road
16718,1130478,Fisher St,Fisher St,S,110km/h or 50km/h built up areas,Local Road
16733,M022,Leonora Laverton,Leonora Laverton Rd,S,110km/h,State Road
16736,1010406,Poad St,Poad St,S,110km/h or 50km/h built up areas,Local Road
16740,1010736,Tewson Rd,Tewson Rd,S,110km/h or 50km/h built up areas,Local Road
16743,1093373,Caloria Ch,Caloria Ch,S,110km/h or 50km/h built up areas,Local Road
16745,2040078,George St,George St,S,110km/h or 50km/h built up areas,Local Road
16749,2110193,Cathedral Av,Cathedral Av,S,110km/h or 50km/h built up areas,Local Road
16759,5100176,Oneils Rd,Oneils Rd,S,110km/h or 50km/h built up areas,Local Road
16763,3021316,Salvado Rd,Salvado Rd,S,50km/h,Local Road
16766,0040018,Weaber Plain Rd,Weaber Plain Rd,S,50km/h,Local Road
16768,8130006,Kingsmill St,Kingsmill St,S,50km/h,Local Road
16769,1250359,Joondanna Dr,Joondanna Dr,S,110km/h or 50km/h built up areas,Local Road
16785,3040003,Salt River Rd,Salt River Rd,S,110km/h or 50km/h built up areas,Local Road
16787,4260025,Coondle West Rd,Coondle West Rd,S,110km/h or 50km/h built up areas,Local Road
16792,1550008,Bovell Wy,Bovell Wy,S,40km/h,Local Road
16793,1093104,Barbarossa Dr,Barbarossa Dr,S,110km/h or 50km/h built up areas,Local Road
16806,1040954,Chandilla St,Chandilla St,S,110km/h or 50km/h built up areas,Local Road
16808,1140449,Angler Ct,Angler Ct,S,110km/h or 50km/h built up areas,Local Road
16810,1090699,Camboon Rd,Camboon Rd,S,110km/h or 50km/h built up areas,Local Road
16816,1090837,Andrea Dr,Andrea Dr,S,110km/h or 50km/h built up areas,Local Road
16823,1253006,Duffy Rd,Duffy Rd,S,60km/h,Local Road
16825,1140871,Wendouree Rd,Wendouree Rd,S,110km/h or 50km/h built up areas,Local Road
16834,1140129,Doust St,Doust St,S,110km/h or 50km/h built up areas,Local Road
16843,1141077,Lake St,Lake St,S,110km/h or 50km/h built up areas,Local Road
16852,1170072,Preston Point Rd Svc Rd East Access,Preston Point Rd Svc Rd East Access,S,110km/h or 50km/h built up areas,Local Road
16854,1252005,Cobbler Pl,Cobbler Pl,S,110km/h or 50km/h built up areas,Local Road
16868,1080126,Paterson St,Paterson St,S,60km/h,Local Road
16879,1251730,Penrith Pl,Penrith Pl,S,110km/h or 50km/h built up areas,Local Road
16888,1041768,Mudlark Cl,Mudlark Cl,S,110km/h or 50km/h built up areas,Local Road
16892,1170028,Dalgety St,Dalgety St,S,110km/h or 50km/h built up areas,Local Road
16925,1110152,Chesterton Rd,Chesterton Rd,S,110km/h or 50km/h built up areas,Local Road
16930,1030264,Burridge Wy,Burridge Wy,S,110km/h or 50km/h built up areas,Local Road
16931,1260054,Ryrie Av,Ryrie Av,S,110km/h or 50km/h built up areas,Local Road
16935,1120076,Edward St,Edward St,S,110km/h or 50km/h built up areas,Local Road
16948,1100403,Ocean Dr,Ocean Dr,S,110km/h or 50km/h built up areas,Local Road
16954,1020447,Harewood St,Harewood St,S,110km/h or 50km/h built up areas,Local Road
16961,1300019,Shakespeare St,Shakespeare St,S,30km/h,Local Road
16971,1030903,Cocos Dr,Cocos Dr,S,110km/h or 50km/h built up areas,Local Road
16996,1290081,George St,George St,S,60km/h,Local Road
16997,1160016,Congdon St,Congdon St,L,110km/h or 50km/h built up areas,Local Road
17008,1106491,Gimlet Link,Gimlet Link,S,110km/h or 50km/h built up areas,Local Road
17012,3050006,Valley of The Giants Rd,Valley of The Giants Rd,S,90km/h,Local Road
17016,1250999,Manning St,Manning St,S,30km/h,Local Road
17026,2120741,Oakleigh Dr,Oakleigh Dr,S,110km/h or 50km/h built up areas,Local Road
17030,1180003,Queen Victoria St,Queen Victoria St,S,110km/h or 50km/h built up areas,Local Road
17037,8030223,Camel L,Camel L,S,50km/h,Local Road
17049,2030028,Henderson Rd,Henderson Rd,S,110km/h or 50km/h built up areas,Local Road
17051,4220001,Nungarin North Rd,Nungarin North Rd,S,110km/h or 50km/h built up areas,Local Road
17064,3090022,South Fence Rd,South Fence Rd,S,110km/h or 50km/h built up areas,Local Road
17066,1300166,Venn St,Venn St,S,110km/h or 50km/h built up areas,Local Road
17069,1260044,Gladstone Av,Gladstone Av,S,110km/h or 50km/h built up areas,Local Road
17080,2040372,Halifax Dr,Halifax Dr,S,110km/h or 50km/h built up areas,Local Road
17084,1170058,Silas St,Silas St,S,110km/h or 50km/h built up areas,Local Road
17086,1140071,Whitlock Rd,Whitlock Rd,S,110km/h or 50km/h built up areas,Local Road
17091,6040229,Goldfields Rd,Goldfields Rd,S,50km/h,Local Road
17095,2080010,Garvey Rd,Garvey Rd,S,80km/h,Local Road
17099,0030056,Ashley St,Ashley St,S,50km/h,Local Road
17104,1030061,Muriel Ct,Muriel Ct,S,110km/h or 50km/h built up areas,Local Road
17113,5040288,Caladenia Wy,Caladenia Wy,S,110km/h or 50km/h built up areas,Local Road
17116,H817,Kwinana Fwy (Southbound) off to Paganoni Rd,Kwinana Fwy (Southbound) off to Paganoni Rd,S,70km/h,State Road
17119,1020891,Chisholm Cr,Chisholm Cr,S,110km/h or 50km/h built up areas,Local Road
17123,H407,Chapman Valley Rd Rty,Chapman Valley Rd Rty,S,50km/h,Local Road
17125,1103423,Bellport Pde,Bellport Pde,S,110km/h or 50km/h built up areas,Local Road
17128,2120177,Boundary Rd,Boundary Rd,S,110km/h or 50km/h built up areas,Local Road
17129,1085133,Primrose Loop,Primrose Loop,S,110km/h or 50km/h built up areas,Local Road
17139,5130250,Kalbarri Rd,Kalbarri Rd,S,110km/h,Local Road
17162,1050212,Landgren Rd,Landgren Rd,S,110km/h or 50km/h built up areas,Local Road
17163,1240318,Clifton St,Clifton St,S,110km/h or 50km/h built up areas,Local Road
17164,H712,Kwinana Fwy (Northbound) off to Mundijong Rd,Kwinana Fwy (Northbound) off to Mundijong Rd,S,70km/h,State Road
17174,1170012,Osborne Rd,Osborne Rd,S,110km/h or 50km/h built up areas,Local Road
17182,2120746,Underdale Pl,Underdale Pl,S,110km/h or 50km/h built up areas,Local Road
17195,1100273,East Rd,East Rd,S,110km/h or 50km/h built up areas,Local Road
17200,1015004,Waterwheel Rd North,Waterwheel Rd North,S,110km/h or 50km/h built up areas,Local Road
17208,1011116,Waterway Cove,Waterway Cove,S,110km/h or 50km/h built up areas,Local Road
17211,2130264,Arnott St,Arnott St,S,110km/h or 50km/h built up areas,Local Road
17226,1290085,Mackie St,Mackie St,S,110km/h or 50km/h built up areas,Local Road
17234,1041160,Hakea Ct,Hakea Ct,S,110km/h or 50km/h built up areas,Local Road
17237,1031849,Aspiration Cct,Aspiration Cct,S,110km/h or 50km/h built up areas,Local Road
17240,3020274,Range Court Cr,Range Court Cr,S,110km/h or 50km/h built up areas,Local Road
17245,2040271,McKenna Pl,McKenna Pl,S,110km/h or 50km/h built up areas,Local Road
17249,1252631,Ashbury Cr,Ashbury Cr,S,110km/h or 50km/h built up areas,Local Road
17250,2150104,Husband Rd,Husband Rd,S,80km/h,Local Road
17253,1280036,The Boulevard,The Boulevard,S,110km/h or 50km/h built up areas,Local Road
17255,1040102,Matilda St,Matilda St,S,110km/h or 50km/h built up areas,Local Road
17259,1190776,Gillett Dr,Gillett Dr,S,110km/h or 50km/h built up areas,Local Road
17271,8130028,McGregor St,McGregor St,S,60km/h,Local Road
17279,1141026,Catalano Rd,Catalano Rd,S,110km/h or 50km/h built up areas,Local Road
17282,3020068,Johnson Rd,Johnson Rd,S,110km/h or 50km/h built up areas,Local Road
17284,H552,Kwinana Fwy (Southbound) off to Cranford Av,Kwinana Fwy (Southbound) off to Cranford Av,S,110km/h or 50km/h built up areas,Local Road
17293,1311513,Marina Bvd,Marina Bvd,S,110km/h or 50km/h built up areas,Local Road
17295,5050319,Jenner Ct,Jenner Ct,S,50km/h,Local Road
17304,1093077,Mitre Bend,Mitre Bend,S,110km/h or 50km/h built up areas,Local Road
17342,1091916,St Tropez Vsta,St Tropez Vsta,S,110km/h or 50km/h built up areas,Local Road
17362,1092517,Elmridge Pwy,Elmridge Pwy,R,110km/h or 50km/h built up areas,Local Road
17366,201Z053,Mowen Rd,Mowen Rd,S,110km/h,State Road
17372,4211105,Tamma Rd,Tamma Rd,S,110km/h or 50km/h built up areas,Local Road
17373,2121354,Fathom Turn,Fathom Turn,S,110km/h or 50km/h built up areas,Local Road
17380,1010181,Tredale Av,Tredale Av,S,110km/h or 50km/h built up areas,Local Road
17381,1040782,Malone Ct,Malone Ct,S,110km/h or 50km/h built up areas,Local Road
17383,6054010,Vivian St,Vivian St,S,50km/h,Local Road
17384,101Z021,Dale Rd (F) (Was 1015002),Dale Rd (F) (Was 1015002),S,110km/h,State Road
17386,1010052,Sixth Rd,Sixth Rd,S,110km/h or 50km/h built up areas,Local Road
17390,1104323,Manchester Dr,Manchester Dr,S,110km/h or 50km/h built up areas,Local Road
17395,1040168,Lalor Rd,Lalor Rd,S,110km/h or 50km/h built up areas,Local Road
17396,3020285,Allwood Pde,Allwood Pde,S,50km/h,Local Road
17402,2080268,Blue Wren Dr,Blue Wren Dr,S,110km/h or 50km/h built up areas,Local Road
17406,1110053,Whitfield St,Whitfield St,S,30km/h,Local Road
17410,0040041,St Peters Wy,St Peters Wy,S,50km/h,Local Road
17417,1092179,Cowie Cl,Cowie Cl,S,110km/h or 50km/h built up areas,Local Road
17428,1300013,Auckland St,Auckland St,S,110km/h or 50km/h built up areas,Local Road
17455,1090241,Copley - Dale Rd,Copley - Dale Rd,S,110km/h or 50km/h built up areas,Local Road
17459,1251021,Calais Rd,Calais Rd,S,110km/h or 50km/h built up areas,Local Road
17465,1103404,Bloodwood Dr,Bloodwood Dr,S,110km/h or 50km/h built up areas,Local Road
17474,1070014,Crystaluna Dr,Crystaluna Dr,S,110km/h or 50km/h built up areas,Local Road
17480,1021024,Denver Rise,Denver Rise,S,110km/h or 50km/h built up areas,Local Road
17483,1104633,Hersey Pwy,Hersey Pwy,S,110km/h or 50km/h built up areas,Local Road
17485,1130468,Toorak Rd,Toorak Rd,S,110km/h or 50km/h built up areas,Local Road
17486,4180004,Doney St,Doney St,S,50km/h,Local Road
17490,H887,Leach Hwy (Eastbound) on to Tonkin Hwy (Southbound),Leach Hwy (Eastbound) on to Tonkin Hwy (Southbound),S,100km/h,State Road
17491,0040094,Coolibah Dr,Coolibah Dr,S,50km/h,Local Road
17496,1290074,Westminster St,Westminster St,S,110km/h or 50km/h built up areas,Local Road
17502,5180188,Fenton Pl,Fenton Pl,S,110km/h or 50km/h built up areas,Local Road
17533,1290110,Swansea St East,Swansea St East,S,110km/h or 50km/h built up areas,Local Road
17546,1120220,Smith St,Smith St,S,110km/h or 50km/h built up areas,Local Road
17564,1141190,Banksia Esp,Banksia Esp,L,110km/h or 50km/h built up areas,Local Road
17565,1250783,Selsfield Pl,Selsfield Pl,S,110km/h or 50km/h built up areas,Local Road
17568,1290146,Leigh St,Leigh St,S,110km/h or 50km/h built up areas,Local Road
17574,1190055,Foss St,Foss St,S,110km/h or 50km/h built up areas,Local Road
17593,1060066,Talbot Rd,Talbot Rd,S,60km/h,Local Road
17595,4212002,Forrest St,Forrest St,S,50km/h,Local Road
17598,1104972,Oakworth Mndr,Oakworth Mndr,S,110km/h or 50km/h built up areas,Local Road
17604,2050008,Wonnerup South Rd,Wonnerup South Rd,S,110km/h or 50km/h built up areas,Local Road
17614,2050041,Commonage Rd,Commonage Rd,S,70km/h,Local Road
17618,1030157,Sussex St,Sussex St,S,110km/h or 50km/h built up areas,Local Road
17635,1080026,King Rd,King Rd,S,100km/h,Local Road
17637,1080303,Linton St Nth.,Linton St Nth.,S,110km/h or 50km/h built up areas,Local Road
17657,1070465,Cambridge Cr,Cambridge Cr,S,110km/h or 50km/h built up areas,Local Road
17658,1071880,Kookynie Loop,Kookynie Loop,S,110km/h or 50km/h built up areas,Local Road
17664,1030048,Newton St,Newton St,S,110km/h or 50km/h built up areas,Local Road
17668,1070013,Dampier Dr,Dampier Dr,S,110km/h or 50km/h built up areas,Local Road
17679,1050419,Alexander Pwy,Alexander Pwy,S,110km/h or 50km/h built up areas,Local Road
17688,1090823,Kingfisher Av,Kingfisher Av,S,110km/h or 50km/h built up areas,Local Road
